縣市別,機構類型,機構代碼,機構名稱,地址,電話,定位地址,WGS84經度,WGS84緯度
高雄市,居家護理所,7742100015,長庚醫療財團法人附設高雄居家護理所,高雄市鳥松區大埤路１２３號,07 7317123,高雄市鳥松區鳥松里41鄰大埤路123號,120.356029,22.649847
高雄市,居家護理所,7307030036,廣聖醫療社團法人附設居家護理所,高雄市旗山區復新北街10號1樓,07-6622391-823,高雄市旗山區大德里21鄰復新北街10號,120.485153,22.885358
高雄市,居家護理所,7107030014,衛生福利部旗山醫院附設居家護理所,高雄市旗山區中學路60號2樓,6613811,高雄市旗山區大德里2鄰中學路60號,120.483277,22.880693
高雄市,居家護理所,7407040016,幸福居家護理所,高雄市美濃區自強街一段102號,933528486,高雄市美濃區瀰濃里29鄰自強街一段102號,120.535179,22.903312
高雄市,居家護理所,7542260012,高雄市桃源區衛生所附設居家護理所,高雄市桃源區桃源里南進巷１８８之1號,07 6861190,高雄市桃源區桃源里7鄰南進巷188之1號,120.764176,23.158453
高雄市,居家護理所,7542270018,高雄市那瑪夏區衛生所附設居家護理所,高雄市那瑪夏區瑪雅里6鄰平和巷252號,07 6701488,高雄市那瑪夏區瑪雅里6鄰平和巷252號,120.702359,23.247084
高雄市,居家護理所,7542250025,高雄市茂林區衛生所附設居家護理所,高雄市茂林區茂林里８－４號,07 6613811,高雄市茂林區茂林里1鄰茂林巷8之4號,120.664111,22.88641
基隆市,居家護理所,7611041061,仁祥診所附設居家護理服務部,基隆市仁愛區忠ㄧ路23號2樓,24227080,基隆市仁愛區文昌里8鄰忠一路23號,121.739574,25.13107
基隆市,居家護理所,7511070024,衛生福利部基隆醫院附設居家護理,基隆市信義區信二路二六八號,224292525,基隆市信義區仁壽里18鄰信二路268號,121.748322,25.130455
基隆市,居家護理所,7511070033,基隆市立醫院附設居家護理,基隆市信義區東信路２８２號,224652141,基隆市信義區信綠里11鄰東信路282號,121.762027,25.129594
基隆市,居家護理所,7411050011,美綠居家護理所,基隆市中山區中山一路121號5樓,2425-1665,基隆市中山區中山里15鄰中山一路121號,121.738218,25.132491
基隆市,居家護理所,7711060013,長庚醫療財團法人附設基隆居家護理所,基隆市安樂區麥金路２２２號,24313131,基隆市安樂區鶯歌里1鄰麥金路222號,121.722368,25.120882
基隆市,居家護理所,7411060026,佳惠居家護理所,基隆市安樂區武隆街103巷55弄37號5樓,24333547,基隆市安樂區內寮里24鄰武隆街103巷55弄37號,121.691854,25.159511
基隆市,居家護理所,7311030517,醫療財團法人臺灣區煤礦業基金會附設八堵居家護理,基隆市暖暖區源遠路29號,02-24579101,基隆市暖暖區八堵里2鄰源遠路29之2號,121.733656,25.107398
新竹市,居家護理所,7212040015,財團法人台灣省私立桃園仁愛之家附設新竹新生醫院康護居家護理所,新竹市北區興南里西門街120號1樓,03-5222637,新竹市北區興南里6鄰西門街120號,120.963421,24.801565
新竹市,居家護理所,7412040626,大新居家護理所,新竹市北區湳雅里湳雅街187巷86號1樓,03-5322077,新竹市北區湳雅里7鄰湳雅街187巷86號,120.971765,24.821055
新竹市,居家護理所,7112040031,國立臺灣大學醫學院附設醫院新竹分院附設居家護理,新竹市北區金華里經國路一段442巷25號,03-5326151,新竹市北區金華里21鄰經國路一段442巷25號,120.97992,24.816707
新竹市,居家護理所,7512040020,國軍新竹地區醫院附設民眾診療服務處附設居家護理所,新竹市北區福林里武陵路3號,03-5348181#325645,新竹市北區福林里9鄰武陵路6號,120.962579,24.815548
新竹市,居家護理所,7412040591,和松居家護理所,新竹市北區磐石里和平路86巷11號1F,03-5247350,新竹市北區磐石里26鄰和平路86巷11號,120.955986,24.809336
新竹市,居家護理所,7612011030,南門綜合醫院附設居家護理,新竹市東區林森路20號,03-5261122,新竹市東區成功里4鄰林森路20號,120.969682,24.802219
新竹市,居家護理所,7412040537,人愛居家護理所,新竹市東區台溪里中華路三段9號11樓之4,03-5428040,新竹市東區台溪里中華路三段9號,120.963427,24.796966
新竹市,居家護理所,7412010744,康亭安居家護理所,新竹市東區文華里經國路一段726號2樓之1,980922938,新竹市東區文華里15鄰經國路一段726號,120.972376,24.814308
新竹市,居家護理所,7412010726,怡安居家護理所,新竹市東區綠水里博愛街120號2樓,,新竹市東區綠水里16鄰博愛街120號,120.981827,24.799289
新竹市,居家護理所,7412010717,順順居家護理所,新竹市東區綠水里食品路27號2樓之3,03-5165990,新竹市東區綠水里5鄰食品路27號,120.983549,24.801009
新竹市,居家護理所,7412010682,德霖居家護理所,新竹市東區光復里東明街211號四樓之五,934367592,新竹市東區光復里12鄰東明街211號,120.98874,24.80152
新竹市,居家護理所,7412010655,新迦居家護理所,新竹市東區東園里忠孝路440號3樓之2,03-5626966,新竹市東區東園里5鄰忠孝路440號,120.983138,24.802665
新竹市,居家護理所,7712010517,台灣基督長老教會馬偕醫療財團法人附設新竹馬偕居家護理所,新竹市東區光復路二段690號,03-6119595,新竹市東區光復里10鄰光復路二段690號,120.990781,24.800087
新竹市,居家護理所,7212010517,國泰醫療財團法人附設新竹居家護理所,新竹市東區福德里中華路二段678號,03-5278999,新竹市東區福德里7鄰中華路二段678號,120.965227,24.798257
嘉義市,居家護理所,7422021222,嘉康居家護理所,嘉義市西區友愛路237號4樓之1,2811885,嘉義市西區竹圍里23鄰友愛路237號,120.433539,23.48384
嘉義市,居家護理所,7622020541,盧亞人醫院附設居家護理所,嘉義市西區民權路406號,2248347,嘉義市西區國華里6鄰民權路406號,120.44758,23.482089
嘉義市,居家護理所,7522021046,衛生福利部嘉義醫院附設居家護理所,嘉義市西區北港路三一二號,05-2319090,嘉義市西區福安里11鄰北港路312號,120.42907,23.481169
嘉義市,居家護理所,7522020012,臺中榮民總醫院嘉義分院附設居家護理所,嘉義市西區劉厝里世賢路二段600號,05 2359630,嘉義市西區劉厝里20鄰世賢路二段600號,120.42297,23.467549
嘉義市,居家護理所,7422021286,仁德居家護理所,嘉義市西區林森西路285,,嘉義市西區番社里4鄰林森西路285號,120.44324,23.48017
嘉義市,居家護理所,7422021142,欣松居家護理所,嘉義市西區竹圍里德陽街30號10樓4,915712182,嘉義市西區竹圍里23鄰德陽街30號,120.43316,23.483789
嘉義市,居家護理所,7722010029,天主教中華聖母修女會醫療財團法人附設天主教聖馬爾定居家護理所,嘉義市東區芳安路103號,52756000,嘉義市東區芳草里3鄰芳安路103號,120.46304,23.46843
嘉義市,居家護理所,7722010010,戴德森醫療財團法人附設嘉基居家護理所,嘉義市東區忠孝路５３９號,05 275041,嘉義市東區中庄里14鄰忠孝路539號,120.45005,23.4994
嘉義市,居家護理所,7422011342,陽明醫院附設居家護理所,嘉義市東區吳鳳北路252號,,嘉義市東區東興里15鄰吳鳳北路252號,120.45319,23.48057
嘉義市,居家護理所,7422011333,世華居家護理所,嘉義市東區和平路178號,05-2767102,嘉義市東區東興里9鄰和平路178號,120.456509,23.4811
嘉義市,居家護理所,7422011324,嘉義市私立蘭潭家福護理之家附設居家護理所,嘉義市東區鹿寮里學府路299號,05-2759200,嘉義市東區鹿寮里2鄰學府路299號,120.47851,23.46293
嘉義市,居家護理所,7422011315,慈恩居家護理所,嘉義市東區芳德街99號,911881696,嘉義市東區芳安里15鄰芳德街99號,120.45856,23.46703
嘉義市,居家護理所,7422011306,喜樂康居家護理所,嘉義市東區忠孝路577號,2752338,嘉義市東區中庄里25鄰忠孝路577號,120.44859,23.501899
新北市,居家護理所,7531270011,新北市金山區衛生所附設居家護理所,新北市金山區中山路257號4樓,02  24982778,新北市金山區金美里15鄰中山路257號,121.636872,25.222094
新北市,居家護理所,7131270013,國立臺灣大學醫學院附設醫院金山分院附設居家護理所,新北市金山區五湖里11鄰玉爐路7號,24989898*6203,新北市金山區五湖里11鄰玉爐路7號,121.628344,25.219469
新北市,居家護理所,7631010017,醫療財團法人徐元智先生醫藥基金會附設亞東居家護理所,新北市板橋區南雅南路二段２１號,02 9546200,新北市板橋區華東里8鄰南雅南路二段21號,121.452312,24.997312
新北市,居家護理所,7531010533,新北市立聯合醫院附設居家護理所,新北市板橋區英士路198號3樓,22575151,新北市板橋區德翠里11鄰英士路198號,121.457708,25.023683
新北市,居家護理所,7431011832,達霖居家護理所,新北市板橋區篤行路三段18號2樓,987810140,新北市板橋區溪福里22鄰篤行路三段18號,121.428717,24.987323
新北市,居家護理所,7431011725,蕭中正醫院附設居家護理所,新北市板橋區南雅南路一段1巷30號2樓,02-29687256,新北市板橋區新興里9鄰南雅南路一段1巷30號,121.457151,25.006681
新北市,居家護理所,7431011412,聯順居家護理所,新北市板橋區玉光里9鄰永豐街75巷17之1號2樓,89642333,新北市板橋區玉光里9鄰永豐街75巷17之1號,121.472979,25.018763
新北市,居家護理所,7431011396,私立新生活居家護理所,新北市板橋區長江路一段146巷8號2樓,02-82537070,新北市板橋區宏翠里12鄰長江路一段146巷8號,121.460998,25.029836
新北市,居家護理所,7331010020,板橋中興醫院附設居家護理所,新北市板橋區忠孝路28號5樓,(02)89512388,新北市板橋區福星里19鄰忠孝路28號,121.460255,25.001778
新北市,居家護理所,7431011305,健綸居家護理所,新北市板橋區金門街372巷14號1樓,(02)2686-8460,新北市板橋區溪福里36鄰金門街372巷14號,121.426839,24.984317
新北市,居家護理所,7431011369,慧安居家護理所,新北市板橋區滿平二街2巷1弄44之1號,922561392,新北市板橋區溪洲里20鄰滿平二街2巷1弄44之1號,121.424843,24.987807
新北市,居家護理所,7431110545,私立常春藤居家護理所,新北市汐止區伯爵街44巷9號1、2樓,(02) 2642-1938,新北市汐止區湖興里33鄰伯爵街44巷9號,121.638484,25.08015
新北市,居家護理所,7431110732,春暖居家護理所,新北市汐止區大同路二段458號2樓,(02) 2648-1736,新北市汐止區禮門里17鄰大同路二段458號,121.660129,25.067395
新北市,居家護理所,7431110723,南丁格爾居家護理所,新北市汐止區大同路三段423號（1樓）,0918-262-362,新北市汐止區保安里2鄰大同路三段423號,121.677718,25.07168
新北市,居家護理所,7431110698,全人居家護理所,新北市汐止區長興街二段60號2樓之1,(02) 8648-0712,新北市汐止區保長里4鄰長興街二段60號,121.674645,25.081793
新北市,居家護理所,7731110514,國泰醫療財團法人附設汐止居家護理所,新北市汐止區建成路59巷2號地下2樓,26482121-2001,新北市汐止區橋東里36鄰建成路59巷2號,121.661084,25.072872
新北市,居家護理所,7531180012,新北市深坑區衛生所附設居家護理所,新北市深坑區深坑街165號2樓,26621567,新北市深坑區深坑里9鄰深坑街165號,121.612643,25.000938
新北市,居家護理所,7531190518,新北市石碇區衛生所附設居家護理所,新北市石碇區潭邊里碇坪路一段82號,26631325,新北市石碇區潭邊里4鄰碇坪路一段82號,121.65761,24.991349
新北市,居家護理所,7531120516,新北市瑞芳區衛生所附設居家護理所,新北市瑞芳區明燈路三段1號,24972132,新北市瑞芳區龍興里12鄰明燈路三段1號,121.809044,25.107371
新北市,居家護理所,7531240513,新北市平溪區衛生所附設居家護理所,新北市平溪區公園街17號1樓,24951015,新北市平溪區石底里3鄰公園街17號,121.737185,25.024681
新北市,居家護理所,7131250011,新北市雙溪區衛生所附設居家護理所,新北市雙溪區新基南街18號3樓,(02)24931210,新北市雙溪區新基里2鄰新基南街18號,121.86645,25.037917
新北市,居家護理所,7531260515,新北市貢寮區衛生所附設居家護理所,新北市貢寮區仁愛路128號,24901431,新北市貢寮區真理里6鄰仁愛路128號,121.927573,25.054955
新北市,居家護理所,7431050928,同仁醫院附設順安居家護理所,新北市新店區民權路89號2樓,02-29170201,新北市新店區江陵里1鄰民權路89號,121.537745,24.982766
新北市,居家護理所,7431050946,同仁醫院附設居家護理所,新北市新店區民權路89號2樓,229170201,新北市新店區江陵里1鄰民權路89號,121.537745,24.982766
新北市,居家護理所,7431050937,永安居家護理所,新北市新店區中正路399巷13號1樓,02-86656656,新北市新店區福德里2鄰中正路399巷13號,121.534243,24.976863
新北市,居家護理所,7431050866,美達居家護理所,新北市新店區寶橋路48號9樓之3,(02)29122710,新北市新店區張北里8鄰寶橋路48號,121.545252,24.97473
新北市,居家護理所,7431050839,新北仁康醫院附設居家護理所,新北市新店區安康路二段323號1樓,(02)22152345,新北市新店區德安里24鄰安康路二段323號,121.499651,24.955542
新北市,居家護理所,7431050535,新新居家護理所,新北市新店區民族路6-1號3樓,89113680,新北市新店區明德里7鄰民族路6之1號,121.541912,24.978978
新北市,居家護理所,7331050024,天主教耕莘醫療財團法人附設耕莘居家護理所,新北市新店區民族路160巷2號,(02)2219-3391分機66207,新北市新店區百和里13鄰民族路160巷2號,121.537086,24.976897
新北市,居家護理所,7731050531,佛教慈濟醫療財團法人附設台北慈濟居家護理所,新北市新店區建國路289號4樓,,新北市新店區復興里13鄰建國路289號,121.535808,24.98578
新北市,居家護理所,7531200519,新北市坪林區衛生所附設居家護理所,新北市坪林區坪林街104號,26656754,新北市坪林區坪林街104號,121.711661,24.935947
新北市,居家護理所,7531290513,新北市烏來區衛生所附設居家護理所,新北市烏來區新烏路五段 109號 ,(02) 2661-7200,新北市烏來區忠治里2鄰新烏路五段109號,121.547977,24.871966
新北市,居家護理所,7431031110,永欣居家護理所,新北市永和區林森路41巷11號3樓,(02)29211785,新北市永和區秀朗里9鄰林森路41巷11號,121.525599,25.004438
新北市,居家護理所,7731030511,天主教耕莘醫療財團法人附設永和耕莘居家護理所,新北市永和區竹林路91巷3之1號1樓,29286060,新北市永和區上林里21鄰竹林路91巷3之1號,121.519841,25.01235
新北市,居家護理所,7331040019,衛生福利部雙和醫院附設居家護理所(委託臺北醫學大學興建經營),新北市中和區中正路291號5樓,2249-0088*8603,新北市中和區力行里33鄰中正路291號,121.494082,24.993746
新北市,居家護理所,7431041054,捷安居家護理所,新北市中和區宜安路二十三巷十四號三樓,286680987,新北市中和區安順里11鄰宜安路23巷14號,121.512438,24.995449
新北市,居家護理所,7431041447,璟濰居家護理所,新北市中和區中山路二段332巷3號14樓,02-82458585,新北市中和區中原里11鄰中山路二段332巷3號,121.49423,25.002697
新北市,居家護理所,7431041394,臻佳居家護理所,新北市中和區景平路71-7號5樓之2,(02)29439679,新北市中和區秀峰里36鄰景平路71之7號,121.518742,24.991568
新北市,居家護理所,7431041367,立穎居家護理所,新北市中和區忠孝街77巷4號1樓,(02)86686651,新北市中和區東南里16鄰忠孝街77巷4號,121.51179,24.98523
新北市,居家護理所,7431041296,忠祥居家護理所,新北市中和區中山路二段144號1樓,22475603,新北市中和區佳和里1鄰中山路二段144號,121.501908,25.003152
新北市,居家護理所,7431041349,禾藝居家護理所,新北市中和區中正路211巷36弄12號1樓,(02)82457839,新北市中和區德行里12鄰中正路211巷36弄12號,121.497382,24.992581
新北市,居家護理所,7431130798,福康居家護理所,新北市土城區學享街58號9樓之9,(02)82625224,新北市土城區埤林里2鄰學享街58號,121.452206,24.986446
新北市,居家護理所,7431130752,璟馨居家護理所,新北市土城區延吉街76號3樓,(02)77230968,新北市土城區延吉里16鄰延吉街76號,121.471012,24.986619
新北市,居家護理所,7431130887,佳慈居家護理所,新北市土城區學府路二段65號1樓,02-22603011,新北市土城區明德里30鄰學府路二段65號,121.448956,24.980945
新北市,居家護理所,7431130805,新北市私立仁德居家護理所,新北市土城區中央路四段127號11樓,(02)22677581,新北市土城區頂福里20鄰中央路四段127號,121.416241,24.957446
新北市,居家護理所,7431091107,清福醫院附設居家護理所,新北市三峽區民生街154之1號2樓,(02)26730721,新北市三峽區永?里12鄰民生街154之1號,121.371885,24.935459
新北市,居家護理所,7431091125,益德居家護理所,新北市三峽區中華路20號3樓之2,(02)2673-6661,新北市三峽區礁溪里21鄰中華路20號,121.374353,24.932758
新北市,居家護理所,7431091090,永樂居家護理所,新北市三峽區大同路98之7號11樓之2,26735670,新北市三峽區中正里19鄰大同路98之7號,121.374844,24.927744
新北市,居家護理所,7731091023,行天宮醫療志業醫療財團法人附設恩主公居家護理所,新北市三峽區復興路399號,26723456,新北市三峽區鳶山里13鄰復興路399號,121.363007,24.938385
新北市,居家護理所,7431071061,仁愛醫院附設居家護理所,新北市樹林區文化街9號,(02)26834567分機2905,新北市樹林區樹南里1鄰文化街9號,121.420039,24.987188
新北市,居家護理所,7431071098,溫馨居家護理所,新北市樹林區中華路61號1樓,86866101,新北市樹林區和平里7鄰中華路61號,121.423392,24.983201
新北市,居家護理所,7431071089,大心居家護理所,新北市樹林區大義路238號1樓,919342923,新北市樹林區柑園里37鄰大義路238號,121.378263,24.945936
新北市,居家護理所,7431081067,和鄰居家護理所,新北市鶯歌區文化路235號1樓,974212958,新北市鶯歌區東鶯里9鄰文化路235號,121.35396,24.95324
新北市,居家護理所,7431021561,德謙居家護理所,新北市三重區五華街92巷3號5樓,02-89859719,新北市三重區慈祐里18鄰五華街92巷3號,121.492717,25.082246
新北市,居家護理所,7431021543,萬眾居家護理所,新北市三重區集賢路131號1樓,02-28577722,新北市三重區富貴里32鄰集賢路131號,121.489356,25.089341
新北市,居家護理所,7431021132,庭芳居家護理所,新北市三重區成功路110號2樓之20,29725137,新北市三重區福德里18鄰成功路110號,121.487095,25.05159
新北市,居家護理所,7631020522,宏仁醫院附設居家護理所,新北市三重區重新路四段101之10號1樓,29788877分機265,新北市三重區福祉里20鄰重新路四段101之10號,121.485628,25.054247
新北市,居家護理所,7431021249,安心居家護理所,新北市三重區溪尾街126巷26號,958523616,新北市三重區福樂里6鄰溪尾街126巷26號,121.488761,25.079149
新北市,居家護理所,7431021301,旺福居家護理所,新北市三重區福隆路48號1樓,89856891,新北市三重區溪美里10鄰福隆路48號,121.492417,25.078524
新北市,居家護理所,7431021516,方春居家護理所,新北市三重區長元街100之3號,2972-2060,新北市三重區長江里16鄰長元街100之3號,121.503151,25.066792
新北市,居家護理所,7531060015,衛生福利部臺北醫院附設居家護理所,新北市新莊區思源路127號5樓B棟,02 22765566,新北市新莊區思源里3鄰思源路127號,121.459622,25.04324
新北市,居家護理所,7531061030,衛生福利部樂生療養院附設居家護理所,新北市新莊區中正路794號,29035291,新北市新莊區雙鳳里5鄰中正路794號,121.409851,25.021622
新北市,居家護理所,7431061332,新泰綜合醫院附設居家護理所,新北市新莊區民安路268之1號,22080383,新北市新莊區民全里13鄰民安路268之1號,121.427494,25.021176
新北市,居家護理所,7431061289,福耕居家護理所,新北市新莊區新樹路609之14號,905586663,新北市新莊區西盛里25鄰新樹路609之14號,121.434055,25.004137
新北市,居家護理所,7431061378,安家居家護理所,新北市新莊區新北大道七段245號11樓,912083785,新北市新莊區祥鳳里17鄰新北大道七段245號,121.412915,25.029471
新北市,居家護理所,7331060020,中英醫療社團法人附設居家護理所,新北市新莊區中正路78巷13號1樓,02-22580986,新北市新莊區恆安里21鄰中正路78巷13號,121.458162,25.03833
新北市,居家護理所,7431160072,輔仁大學學校財團法人輔仁大學附設醫院附設居家護理所,新北市泰山區貴子路69號6樓,(02)85128909,新北市泰山區貴賢里9鄰貴子路69號,121.430798,25.039676
新北市,居家護理所,7431160063,慈英居家護理所,新北市泰山區貴子路9巷10弄6號,(02)29020075,新北市泰山區貴賢里1鄰貴子路9巷10弄6號,121.425771,25.042387
新北市,居家護理所,7431171191,康富居家護理所,新北市林口區四維路132號6樓,02-86018591,新北市林口區湖南里32鄰四維路132號,121.379188,25.076971
新北市,居家護理所,7431171084,康健居家護理所,新北市林口區文化二路1段20巷23號9樓之2,02-26098531,新北市林口區麗林里7鄰文化二路一段20巷23號,121.365651,25.067502
新北市,居家護理所,7431171164,美善居家護理所,新北市林口區文化三路一段381號10樓,02-26092380,新北市林口區南勢里14鄰文化三路一段381號,121.365396,25.073108
新北市,居家護理所,7431171182,全國居家護理所,新北市林口區仁愛里公園路167-2號1樓,2600-9007(0922879159),新北市林口區仁愛里4鄰公園路167之2號,121.370782,25.071849
新北市,居家護理所,7431171208,明倉居家護理所,新北市林口區忠孝路376巷53號1樓（含夾層）,02-23657975,新北市林口區麗林里25鄰忠孝路376巷53號,121.368336,25.070343
新北市,居家護理所,7431140687,全連居家護理所,新北市蘆洲區中山一路120巷22號1樓,(02)2282-0677;0979-033731,新北市蘆洲區恆德里10鄰中山一路120巷22號,121.477875,25.081873
新北市,居家護理所,7431101251,永康居家護理所,新北市淡水區重建街186號1樓,(02)26264077,新北市淡水區協元里6鄰重建街186號,121.440915,25.174209
新北市,居家護理所,7431101046,安福居家護理所,新北市淡水區中正東路二段29之1號16樓,28085718,新北市淡水區八勢里7鄰中正東路二段29之1號,121.460123,25.157219
桃園市,居家護理所,7132020017,桃園市中壢區衛生所附設居家護理所,桃園市中壢區溪洲街296號1樓,4352666,桃園市中壢區普義里4鄰溪洲街296號,121.230012,24.962288
桃園市,居家護理所,7332020020,天成醫療社團法人附設居家護理所,桃園市中壢區延平路155號11樓,03-4629696,桃園市中壢區新街里7鄰延平路155號,121.229327,24.962795
桃園市,居家護理所,7332020039,中壢長榮醫院附設居家護理所,桃園市中壢區環中東路106巷1弄31號,03-4631230#1922,桃園市中壢區自治里20鄰環中東路106巷1弄31號,121.257937,24.964653
桃園市,居家護理所,7432021163,祐民醫院附設居家護理所,桃園市中壢區民族路二段180號,03-4915656,桃園市中壢區五權里19鄰民族路二段180號,121.203627,24.957488
桃園市,居家護理所,7432021270,中敏居家護理所,桃園市中壢區至善里35鄰後寮一路329號,03-4379688,桃園市中壢區至善里21鄰後寮一路319號,121.246619,24.935955
桃園市,居家護理所,7432021449,晴康居家護理所,桃園市中壢區元化路二段126號7樓,03-4253215,桃園市中壢區興平里8鄰元化路二段126號,121.219291,24.962796
桃園市,居家護理所,7432021556,馨安居家護理所,桃園市中壢區元化路224號12樓104室,975590125,桃園市中壢區新街里5鄰元化路224號,121.226712,24.961117
桃園市,居家護理所,7432021574,晴天居家護理所,桃園市中壢區仁福三街72號8樓,935800983,桃園市中壢區仁福里19鄰仁福三街72號,121.25572,24.940462
桃園市,居家護理所,7432021592,懷寧醫院附設居家護理所,桃園市中壢區信義路97號2樓,03-4919119#1421,桃園市中壢區中原里17鄰信義路97號,121.256829,24.974103
桃園市,居家護理所,7432101059,仁仁居家護理所,桃園市平鎮區環南路二段280號18樓之1,911893388,桃園市平鎮區新英里3鄰環南路二段280號,121.214541,24.940082
桃園市,居家護理所,7432101219,新恩居家護理所,桃園市平鎮區中豐路南勢二段102號,03-4395633#221,桃園市平鎮區平安里22鄰中豐路南勢二段102號,121.210644,24.916786
桃園市,居家護理所,7632101118,聯新國際醫院附設居家護理所,桃園市平鎮區廣泰路77號,03-4941234轉2986,桃園市平鎮區義民里14鄰廣泰路77號,121.20496,24.94612
桃園市,居家護理所,7432101200,陽明醫院附設居家護理所,桃園市平鎮區延平路二段56號,03-4929929,桃園市平鎮區義興里24鄰延平路二段56號,121.212307,24.950081
桃園市,居家護理所,7132100029,桃園市平鎮區衛生所附設居家護理所,桃園市平鎮區振興路1號,03-4576624,桃園市平鎮區新富里1鄰振興路1號,121.217776,24.945929
桃園市,居家護理所,7432091129,國家中山科學研究院石園診所附設居家護理所,桃園市龍潭區文化路6巷35號,928287976,桃園市龍潭區佳安里9鄰文化路6巷35號,121.241482,24.839041
桃園市,居家護理所,7632090019,龍潭敏盛醫院附設居家護理所,桃園市龍潭區中豐路１６８號,03 4794151,桃園市龍潭區烏樹林里23鄰中豐路168號,121.213863,24.875063
桃園市,居家護理所,7132090028,國軍桃園總醫院附設居家護理所,桃園市龍潭區中興路168號2樓,03-4799595,桃園市龍潭區北興里12鄰中興路168號,121.235823,24.877445
桃園市,居家護理所,7132090037,桃園市龍潭區衛生所附設居家護理所,桃園市龍潭區中正路210號2樓,4792033,桃園市龍潭區龍星里26鄰中正路210號,121.216528,24.864044
桃園市,居家護理所,7432040097,怡仁綜合醫院附設居家護理所,桃園市楊梅區楊新北路321巷30號,,桃園市楊梅區大同里2鄰楊新北路321巷30號,121.155427,24.916951
桃園市,居家護理所,7432040195,姜博文診所附設同心居家護理所,桃園市楊梅區永美路333號3樓,03-4826241轉322,桃園市楊梅區永平里1鄰永美路333號,121.18201,24.917134
桃園市,居家護理所,7432040220,天成醫院附設居家護理所,桃園市楊梅區中山北路1段356號,03-4782350,桃園市楊梅區中山里17鄰中山北路一段356號,121.15712,24.908843
桃園市,居家護理所,7132040019,桃園市楊梅區衛生所附設居家護理所,桃園市楊梅區永寧里校前路409號1樓,03-4750151,桃園市楊梅區永寧里2鄰校前路409號,121.149676,24.896985
桃園市,居家護理所,7532111020,衛生福利部桃園醫院新屋分院附設居家護理所,桃園市新屋區新福二路6號,4971989-5601,桃園市新屋區新屋里14鄰新福二路6號,121.107189,24.969856
桃園市,居家護理所,7132110016,桃園市新屋區衛生所附設居家護理所,桃園市新屋區中山路239號1樓,03-4772196,桃園市新屋區新屋里11鄰中山路239號,121.106762,24.972591
桃園市,居家護理所,7132120021,桃園市觀音區衛生所附設居家護理所,桃園市觀音區觀音村信義路52號,,桃園市觀音區觀音里13鄰信義路52號,121.079763,25.036742
桃園市,居家護理所,7532010019,衛生福利部桃園醫院附設居家護理所,桃園市桃園區中山路一四九二號,03 3699721,桃園市桃園區龍山里8鄰中山路1492號,121.268092,24.977705
桃園市,居家護理所,7532011061,臺北榮民總醫院桃園分院附設居家護理所,桃園市桃園區成功路三段100號,03-3384889-2361,桃園市桃園區三元里8鄰成功路三段100號,121.325315,25.003741
桃園市,居家護理所,7432011747,弘成居家護理所,桃園市桃園區中埔一街328號1樓,0911-322882,桃園市桃園區寶安里7鄰中埔一街328號,121.29384,25.0177
桃園市,居家護理所,7432011685,敏盛綜合醫院附設居家護理所,桃園市桃園區經國路168號B3,03-3179599*7351,桃園市桃園區新埔里20鄰經國路168號,121.306314,25.016234
桃園市,居家護理所,7432011667,富立順居家護理所,桃園市桃園區慈光街101巷15號2樓,939430656,桃園市桃園區慈文里29鄰慈光街101巷15號,121.298747,25.005745
桃園市,居家護理所,7432011461,中順居家護理所,桃園市桃園區中正路1316號12樓,03-3179113,桃園市桃園區莊敬里22鄰中正路1316號,121.296583,25.020838
桃園市,居家護理所,7432011238,樂福居家護理所,桃園市桃園區同德十街20巷21號9樓,939471239,桃園市桃園區寶安里5鄰同德十街20巷21號,121.29382,25.019209
桃園市,居家護理所,7432011149,護寧居家護理所,桃園市桃園區中埔二街80號5樓,03-3015858,桃園市桃園區寶慶里15鄰中埔二街80號,121.296724,25.010949
桃園市,居家護理所,7332010015,聯新國際醫院桃新分院附設居家護理所,桃園市桃園區南海街7號4樓,03-3325678,桃園市桃園區南華里3鄰南海街7號,121.308873,24.991619
桃園市,居家護理所,7232010013,沙爾德聖保祿修女會醫療財團法人附設聖保祿居家護理所,桃園市桃園區建新街123號,03 3613141,桃園市桃園區福安里19鄰建新街123號,121.312507,24.982115
桃園市,居家護理所,7132010011,桃園市桃園區衛生所附設居家護理所,桃園市桃園區國豐三街123號4樓,03-3791888,桃園市桃園區龍鳳里10鄰國豐三街123號,121.278678,24.990212
桃園市,居家護理所,7732070019,長庚醫療財團法人附設林口居家護理所,桃園市龜山區復興街5號、5之7號,03 3281200,桃園市龜山區公西里10鄰復興街5號,121.368281,25.062652
桃園市,居家護理所,7432070782,幸福居家護理所,桃園市龜山區林森路103巷12弄25號1樓,,桃園市龜山區山德里28鄰林森路103巷12弄25號,121.321616,24.98805
桃園市,居家護理所,7432070620,家馨居家護理所,桃園市龜山區復興一路230號5樓之3,,桃園市龜山區文化里28鄰復興一路230號,121.36514,25.057358
桃園市,居家護理所,7132070017,桃園市龜山區衛生所附設居家護理所,桃園市龜山區自強南路103號3樓,,桃園市龜山區新興里18鄰自強南路103號,121.338466,24.991496
桃園市,居家護理所,7432081061,敦仁診所附設居家護理所,桃園市八德區永豐路572巷21號,03-3708262,桃園市八德區高明里1鄰永豐路572巷21號,121.272026,24.975916
